order_date,customer_name,country,category,sub_category,sales,quantity,discount,profit,shipping_cost,year,revenue
05-09-2012,Tom Boeckenhauer,Iran,Office Supplies,Storage,49,1,0,22.02,11.01,2012,
05-09-2012,Bill Tyler,Switzerland,Office Supplies,Storage,147,3,0,4.32,10.18,2012,
05-09-2012,Maria Bertelson,India,Office Supplies,Supplies,75,3,0,10.35,9.85,2012,
05-09-2012,Natalie Fritzler,Hungary,Office Supplies,Binders,48,4,0,1.92,9.76,2012,
05-09-2012,Tom Boeckenhauer,Iran,Technology,Phones,147,2,0,20.52,9.28,2012,
05-09-2012,Erica Bern,Dominican Republic,Office Supplies,Fasteners,56,7,0.2,5.572,8.79,2012,
05-09-2012,Natalie Fritzler,Hungary,Office Supplies,Art,81,4,0,20.88,8.78,2012,
05-09-2012,Henry Goldwyn,France,Office Supplies,Art,101,7,0,33.39,7.72,2012,
05-09-2012,Andy Yotov,Nigeria,Technology,Copiers,72,1,0.7,-79.488,6.39,2012,
05-09-2012,Craig Reiter,Brazil,Office Supplies,Supplies,75,3,0,34.56,5.56,2012,
05-09-2012,Cathy Armstrong,United States,Office Supplies,Supplies,69,9,0.2,-14.688,5.48,2012,
05-09-2012,Mike Vittorini,France,Technology,Machines,170,5,0.15,-0.06,5.22,2012,
05-09-2012,Seth Vernon,Panama,Office Supplies,Envelopes,31,2,0.4,-8.672,5.2,2012,
05-09-2012,Tamara Willingham,United States,Furniture,Furnishings,68,4,0,12.2328,4.49,2012,
05-09-2012,Barry Pond,United Kingdom,Office Supplies,Art,17,1,0.1,2.286,4.09,2012,
05-09-2012,Andy Reiter,Russia,Office Supplies,Binders,29,1,0,6.18,4.05,2012,
05-09-2012,Barry Pond,United Kingdom,Office Supplies,Art,63,3,0.1,6.255,3.68,2012,
05-09-2012,Shaun Weien,Indonesia,Office Supplies,Supplies,47,2,0.47,-39.9396,3.64,2012,
05-09-2012,Sara Luxemburg,Honduras,Furniture,Bookcases,444,9,0.4,-140.868,3.62,2012,
05-09-2012,Ashley Jarboe,Ukraine,Office Supplies,Art,58,2,0,7.56,3.46,2012,
05-09-2012,Tom Boeckenhauer,Iran,Office Supplies,Binders,27,4,0,7.56,2.86,2012,
05-09-2012,Seth Vernon,Panama,Office Supplies,Fasteners,29,5,0.4,-9.3,2.51,2012,
05-09-2012,Erica Bern,Dominican Republic,Office Supplies,Supplies,17,1,0.2,2.08,2.46,2012,
05-09-2012,Pamela Stobb,Australia,Office Supplies,Paper,81,3,0.1,12.546,2.01,2012,
05-09-2012,Natalie Fritzler,Hungary,Office Supplies,Binders,11,1,0,3.42,1.98,2012,
05-09-2012,Tom Boeckenhauer,Iran,Office Supplies,Paper,17,1,0,6.45,1.75,2012,
05-09-2012,Tamara Willingham,Germany,Office Supplies,Paper,16,1,0,0.3,1.43,2012,
05-09-2012,Sung Pak,United States,Office Supplies,Paper,37,3,0,17.3148,1.42,2012,
05-09-2012,Craig Reiter,Brazil,Furniture,Furnishings,34,2,0,0.32,1.38,2012,
05-09-2012,Arthur Gainer,United States,Office Supplies,Binders,29,6,0.2,9.7038,1.36,2012,
05-09-2012,Tom Boeckenhauer,Iran,Office Supplies,Binders,6,1,0,1.86,0.88,2012,
05-09-2012,Cathy Armstrong,United States,Office Supplies,Binders,16,5,0.8,-25.2185,0.82,2012,
05-09-2012,Sung Pak,United States,Furniture,Furnishings,6,2,0,2.9568,0.54,2012,
05-09-2012,Cathy Armstrong,United States,Office Supplies,Binders,4,3,0.8,-7.8225,0.14,2012,
06-09-2012,Xylona Preis,Australia,Furniture,Bookcases,"1,112",3,0.1,135.855,188.21,2012,
06-09-2012,Paul Stevenson,Singapore,Office Supplies,Storage,"1,389",7,0,208.32,164.5,2012,
06-09-2012,Nathan Gelder,Philippines,Technology,Phones,"2,448",5,0.25,228.3,88.29,2012,
06-09-2012,Andrew Allen,Mexico,Furniture,Chairs,"1,252",5,0.2,-187.92,79.25,2012,
06-09-2012,Patrick Gardner,France,Furniture,Chairs,486,3,0.1,135.054,55.39,2012,
06-09-2012,Charles Sheldon,Belarus,Technology,Machines,312,1,0,18.69,46.47,2012,
06-09-2012,Andrew Allen,Mexico,Technology,Copiers,669,8,0.002,105.85888,43.55,2012,
06-09-2012,Rose O'Brian,United Kingdom,Office Supplies,Storage,260,5,0.1,46.215,38.87,2012,
06-09-2012,Charles Sheldon,Belarus,Furniture,Bookcases,"1,487",12,0,743.4,36.66,2012,
06-09-2012,Charles McCrossin,Egypt,Office Supplies,Appliances,"1,232",4,0,123.12,35.45,2012,
06-09-2012,Jonathan Doherty,Dominican Republic,Furniture,Chairs,295,7,0.2,14.616,31.94,2012,
06-09-2012,Sarah Bern,Australia,Furniture,Bookcases,395,3,0.1,21.906,31.62,2012,
06-09-2012,Mitch Webber,Brazil,Technology,Phones,385,7,0,26.88,28.62,2012,
06-09-2012,John Stevenson,France,Technology,Accessories,232,5,0,34.65,22.17,2012,
06-09-2012,Chuck Clark,United States,Furniture,Chairs,272,2,0.1,60.392,21.84,2012,
06-09-2012,Victor Preis,Nicaragua,Furniture,Furnishings,134,4,0,65.52,20.73,2012,
06-09-2012,Nathan Gelder,Philippines,Technology,Machines,259,4,0.25,-48.39,19,2012,
06-09-2012,Andrew Allen,Mexico,Furniture,Chairs,238,7,0.2,53.648,18.51,2012,
06-09-2012,Gary Hwang,Canada,Office Supplies,Storage,127,1,0,1.26,15.77,2012,
06-09-2012,Ritsa Hightower,Bulgaria,Furniture,Chairs,59,1,0,22.35,14.78,2012,
06-09-2012,Brendan Sweed,United States,Technology,Phones,338,2,0,101.394,12.63,2012,
06-09-2012,Xylona Preis,Australia,Office Supplies,Storage,111,2,0.1,19.704,11.98,2012,
06-09-2012,Beth Thompson,United States,Furniture,Furnishings,192,3,0,74.8098,11.34,2012,
06-09-2012,Cari Sayre,Saudi Arabia,Office Supplies,Supplies,92,4,0,20.16,10.96,2012,
06-09-2012,Rose O'Brian,United Kingdom,Office Supplies,Binders,55,7,0.1,22.008,10.16,2012,
06-09-2012,Charles McCrossin,Egypt,Technology,Copiers,144,1,0,7.2,9.28,2012,
06-09-2012,Lori Olson,United States,Technology,Accessories,46,4,0,18.0648,9.21,2012,
06-09-2012,Charles McCrossin,Egypt,Technology,Accessories,113,1,0,14.64,9.09,2012,
06-09-2012,Patrick Gardner,France,Office Supplies,Labels,53,6,0,0.36,8.69,2012,
06-09-2012,Xylona Preis,Australia,Technology,Phones,66,1,0.1,2.904,8.14,2012,
06-09-2012,Xylona Preis,Australia,Office Supplies,Fasteners,52,4,0.1,16.068,7.09,2012,
06-09-2012,Charles McCrossin,Egypt,Technology,Copiers,475,2,0,66.48,6.49,2012,
06-09-2012,Paul Stevenson,Singapore,Office Supplies,Storage,60,3,0,16.29,6.01,2012,
06-09-2012,John Stevenson,France,Office Supplies,Storage,115,1,0.1,2.541,5.87,2012,
06-09-2012,Paul Stevenson,Singapore,Office Supplies,Binders,42,3,0,1.62,4.74,2012,
06-09-2012,Shaun Weien,United States,Furniture,Tables,86,1,0,22.3548,4.51,2012,
06-09-2012,Andy Gerbode,United States,Office Supplies,Binders,47,9,0,21.4452,4.21,2012,
06-09-2012,Andrew Allen,Mexico,Furniture,Chairs,62,2,0.2,20.296,3.64,2012,
06-09-2012,Xylona Preis,Australia,Office Supplies,Labels,19,3,0.1,6.714,2.89,2012,
06-09-2012,Katharine Harms,France,Office Supplies,Fasteners,16,1,0,4.32,2.53,2012,
06-09-2012,Charles McCrossin,Egypt,Office Supplies,Storage,48,1,0,22.08,2.53,2012,
06-09-2012,Trudy Schmidt,Sweden,Furniture,Furnishings,30,3,0.6,-18.162,2.41,2012,
06-09-2012,Juliana Krohn,Nicaragua,Office Supplies,Binders,30,5,0,0.5,2.2,2012,
06-09-2012,Alyssa Tate,United States,Office Supplies,Binders,3,1,0.7,-2.5256,0.85,2012,
06-09-2012,Cyma Kinney,United States,Office Supplies,Fasteners,7,5,0.2,1.1765,0.43,2012,
06-09-2012,Joy Daniels,Kazakhstan,Office Supplies,Labels,3,1,0.7,-7.317,0.39,2012,
06-09-2012,Charles McCrossin,Egypt,Office Supplies,Binders,6,1,0,0.24,0.31,2012,
06-09-2012,Beth Thompson,United States,Office Supplies,Binders,6,2,0.2,2.1336,0.2,2012,
06-09-2012,Brendan Sweed,United States,Office Supplies,Appliances,8,1,0,2.0975,0.16,2012,
07-09-2012,Thea Hendricks,France,Furniture,Bookcases,"2,368",6,0.1,920.754,200.41,2012,
07-09-2012,Don Jones,Zambia,Technology,Phones,"1,272",2,0,407.1,135.43,2012,
07-09-2012,Tanja Norvell,United States,Technology,Accessories,560,7,0,167.979,101.52,2012,
07-09-2012,Pierre Wener,Germany,Technology,Accessories,495,2,0,232.8,84.72,2012,
07-09-2012,Thea Hendricks,France,Technology,Copiers,703,7,0.15,215.04,78.38,2012,
07-09-2012,Lisa Ryan,United States,Technology,Phones,792,6,0.4,-131.994,65.14,2012,
07-09-2012,Sandra Glassco,Tanzania,Technology,Phones,574,1,0.1,229.476,58.25,2012,
07-09-2012,Mike Pelletier,France,Technology,Accessories,777,3,0,365.13,50.3,2012,
07-09-2012,Helen Andreada,United States,Office Supplies,Storage,672,7,0,20.1579,46.81,2012,
07-09-2012,Sam Zeldin,Indonesia,Technology,Machines,403,4,0.17,145.5024,43.17,2012,
07-09-2012,Thea Hendricks,France,Furniture,Chairs,334,7,0.1,114.933,24.15,2012,
07-09-2012,Dennis Kane,Panama,Furniture,Chairs,199,3,0.4,-132.408,23.84,2012,
07-09-2012,Andy Gerbode,United States,Furniture,Tables,481,2,0.4,-120.294,22.01,2012,
07-09-2012,Justin MacKendrick,Iraq,Furniture,Bookcases,367,1,0,117.36,20.13,2012,
07-09-2012,Todd Boyes,Australia,Furniture,Bookcases,226,2,0.1,87.732,19.67,2012,
07-09-2012,Pierre Wener,Germany,Technology,Machines,87,2,0,31.32,18.3,2012,
07-09-2012,Joni Wasserman,Indonesia,Office Supplies,Storage,508,3,0.17,-18.4518,17.64,2012,
07-09-2012,Janet Molinari,France,Office Supplies,Binders,184,13,0,38.61,13.74,2012,
07-09-2012,Nick Crebassa,United Kingdom,Office Supplies,Art,97,2,0,17.46,13.72,2012,
07-09-2012,Sam Zeldin,Indonesia,Office Supplies,Envelopes,172,8,0.47,-45.4656,13.28,2012,
07-09-2012,Thea Hendricks,France,Technology,Machines,194,2,0.15,79.926,12.91,2012,
07-09-2012,Peter Fuller,Cuba,Technology,Machines,355,2,0,46.2,12.29,2012,
07-09-2012,Cathy Armstrong,Mexico,Furniture,Chairs,137,2,0.2,47.856,11.63,2012,
07-09-2012,Seth Vernon,Guatemala,Technology,Accessories,76,2,0,11.36,8.94,2012,
07-09-2012,Sample Company A,Colombia,Office Supplies,Art,85,5,0,5.9,8.86,2012,
07-09-2012,Sandra Glassco,Tanzania,Technology,Phones,124,1,0.1,15.141,8.31,2012,
07-09-2012,Charles Crestani,United States,Furniture,Chairs,48,2,0.3,-2.0364,8.05,2012,
07-09-2012,Noel Staavos,United Kingdom,Technology,Phones,144,1,0,23.1,7.98,2012,
07-09-2012,Todd Boyes,Australia,Technology,Machines,100,1,0.1,17.7,7.83,2012,
07-09-2012,Corey Catlett,United States,Office Supplies,Art,141,4,0.2,12.3144,7.1,2012,
07-09-2012,Justin MacKendrick,Iraq,Furniture,Furnishings,70,4,0,33.48,6.67,2012,
07-09-2012,Pierre Wener,Germany,Office Supplies,Labels,53,5,0,2.1,6.58,2012,
07-09-2012,Joe Elijah,Australia,Office Supplies,Binders,46,1,0.1,0.501,5.85,2012,
07-09-2012,Sample Company A,Colombia,Office Supplies,Paper,56,3,0,5.52,5.09,2012,
07-09-2012,Gene Hale,Mexico,Office Supplies,Labels,32,4,0,9.92,4.46,2012,
07-09-2012,Pete Armstrong,Nigeria,Office Supplies,Storage,29,2,0.7,-23.04,4.44,2012,
07-09-2012,Andy Gerbode,United States,Technology,Accessories,90,5,0,16.2,4.4,2012,
07-09-2012,Henia Zydlo,Benin,Office Supplies,Art,20,1,0,6.66,4.28,2012,
07-09-2012,Sam Zeldin,Indonesia,Office Supplies,Binders,84,7,0.17,-10.206,4.09,2012,
07-09-2012,Jennifer Jackson,South Korea,Office Supplies,Paper,42,5,0.5,-31.95,4.04,2012,
07-09-2012,Cathy Armstrong,Mexico,Furniture,Chairs,66,2,0.2,-8.312,3.9,2012,
07-09-2012,Andy Gerbode,United States,Office Supplies,Storage,70,3,0,18.9702,3.81,2012,
07-09-2012,Noel Staavos,United Kingdom,Office Supplies,Binders,40,4,0,18.48,3.7,2012,
07-09-2012,Eugene Hildebrand,Germany,Office Supplies,Storage,44,1,0.1,11.244,2.81,2012,
07-09-2012,Pete Armstrong,Nigeria,Office Supplies,Paper,10,2,0.7,-13.44,2.67,2012,
07-09-2012,Chloris Kastensmidt,China,Office Supplies,Labels,14,2,0,5.88,2.58,2012,
07-09-2012,Marc Crier,United States,Furniture,Tables,27,3,0.4,-14.1639,2.54,2012,
07-09-2012,Thea Hendricks,France,Office Supplies,Art,31,2,0,5.22,2.18,2012,
07-09-2012,Sandra Glassco,Tanzania,Office Supplies,Binders,31,2,0,1.5,2.17,2012,
07-09-2012,Julia Barnett,Italy,Office Supplies,Art,14,1,0,4.77,1.95,2012,
07-09-2012,Pete Armstrong,Nigeria,Office Supplies,Art,7,1,0.7,-7.377,1.64,2012,
07-09-2012,Marc Crier,United States,Office Supplies,Storage,14,2,0,0.2792,1.36,2012,
07-09-2012,Pete Armstrong,Nigeria,Office Supplies,Labels,3,1,0.7,-6.192,0.96,2012,
07-09-2012,Lisa Ryan,United States,Office Supplies,Binders,10,1,0.7,-6.9828,0.74,2012,
07-09-2012,Sandra Glassco,Tanzania,Office Supplies,Binders,35,4,0,16.08,0.74,2012,
07-09-2012,Andy Gerbode,United States,Office Supplies,Fasteners,7,4,0,2.3892,0.35,2012,
07-09-2012,Sam Zeldin,Indonesia,Office Supplies,Binders,11,2,0.17,-0.813,0.32,2012,
07-09-2012,Lisa Ryan,United States,Office Supplies,Binders,5,3,0.7,-3.9384,0.26,2012,
07-09-2012,Andy Gerbode,United States,Office Supplies,Binders,6,2,0.2,2.0574,0.23,2012,
08-09-2012,Ritsa Hightower,Indonesia,Technology,Copiers,"1,317",4,0.07,297.4464,61.86,2012,
08-09-2012,Sonia Cooley,Honduras,Furniture,Bookcases,242,4,0.4,-52.56,26.82,2012,
08-09-2012,Brendan Murry,France,Office Supplies,Storage,98,2,0.1,-5.472,23.81,2012,
08-09-2012,Ritsa Hightower,Indonesia,Technology,Phones,662,12,0.17,-71.9604,22.08,2012,
08-09-2012,Brendan Murry,France,Office Supplies,Storage,113,2,0.1,25.038,20.33,2012,
08-09-2012,Ted Butterfield,Brazil,Office Supplies,Envelopes,103,6,0,18.48,11.43,2012,
08-09-2012,Neoma Murray,United States,Office Supplies,Storage,42,6,0,0.8376,6.99,2012,
08-09-2012,Rob Lucas,Germany,Furniture,Bookcases,133,1,0.1,-4.44,3.26,2012,
08-09-2012,Neoma Murray,United States,Office Supplies,Paper,26,5,0,11.88,3.14,2012,
08-09-2012,Victoria Wilson,United States,Furniture,Furnishings,21,8,0,8.1168,1.92,2012,
08-09-2012,Eleni McCrary,Zimbabwe,Office Supplies,Art,13,1,0.7,-16.461,1.07,2012,
09-09-2012,Luke Schmidt,France,Furniture,Tables,"1,201",2,0.35,-147.852,75.79,2012,
09-09-2012,Bryan Davis,El Salvador,Technology,Accessories,513,3,0,112.86,69.28,2012,
09-09-2012,Larry Blacks,Chile,Furniture,Bookcases,298,3,0,77.46,53.94,2012,
09-09-2012,Larry Blacks,Chile,Furniture,Chairs,621,7,0,12.32,35.05,2012,
09-09-2012,Luke Schmidt,France,Office Supplies,Appliances,505,1,0.1,44.916,31.58,2012,
09-09-2012,Bryan Davis,El Salvador,Office Supplies,Appliances,167,3,0,10.02,30.06,2012,
10-09-2012,Parhena Norris,China,Furniture,Chairs,"1,860",4,0,316.2,209.07,2012,
10-09-2012,Joni Blumstein,Australia,Office Supplies,Appliances,"2,050",6,0.4,-512.712,146.82,2012,
10-09-2012,Eugene Barchas,United Kingdom,Technology,Phones,683,5,0,197.85,113.33,2012,
10-09-2012,Philisse Overcash,Nigeria,Technology,Machines,281,8,0.7,-430.728,111.07,2012,
10-09-2012,Ben Ferrer,Germany,Office Supplies,Storage,735,4,0.1,-32.712,110.67,2012,
10-09-2012,Ann Blume,Germany,Technology,Phones,"1,001",6,0,280.26,88.72,2012,
10-09-2012,Ann Blume,Germany,Office Supplies,Binders,492,10,0,196.8,81.34,2012,
10-09-2012,Jane Waco,Iraq,Furniture,Tables,870,1,0,304.56,78.27,2012,
10-09-2012,Meg Tillman,Indonesia,Furniture,Bookcases,678,2,0.07,211.2552,70.09,2012,
10-09-2012,Ken Brennan,Honduras,Office Supplies,Appliances,396,2,0.4,-125.552,60.67,2012,
10-09-2012,Lisa DeCherney,India,Office Supplies,Storage,788,4,0,338.76,55.42,2012,
10-09-2012,Edward Hooks,United States,Office Supplies,Paper,279,9,0,125.469,49.95,2012,
10-09-2012,Edward Hooks,United States,Furniture,Bookcases,362,2,0,83.2508,48.64,2012,
10-09-2012,Dave Hallsten,France,Technology,Copiers,448,2,0.15,-68.493,45.04,2012,
10-09-2012,Matt Collins,United States,Office Supplies,Storage,354,6,0,17.694,34.32,2012,
10-09-2012,Dave Hallsten,France,Furniture,Chairs,450,9,0.1,19.953,30.62,2012,
10-09-2012,Parhena Norris,China,Technology,Accessories,169,4,0,74.16,27.71,2012,
10-09-2012,Carl Weiss,India,Office Supplies,Art,232,8,0,48.72,25.86,2012,
10-09-2012,Adrian Shami,Netherlands,Furniture,Bookcases,724,4,0.5,-217.2,21.15,2012,
10-09-2012,Alex Russell,United States,Furniture,Chairs,180,1,0.3,-2.5698,19.89,2012,
10-09-2012,Eileen Kiefer,France,Office Supplies,Art,70,4,0,28.56,18.22,2012,
10-09-2012,Adrian Shami,Netherlands,Furniture,Chairs,180,2,0.5,-54.06,15.6,2012,
10-09-2012,Dave Hallsten,France,Office Supplies,Paper,106,4,0,42.48,14.36,2012,
10-09-2012,Randy Bradley,United Kingdom,Technology,Accessories,159,4,0,4.68,13.59,2012,
10-09-2012,Eileen Kiefer,France,Office Supplies,Fasteners,52,5,0,10.8,12.78,2012,
10-09-2012,Sean O'Donnell,Spain,Office Supplies,Binders,152,5,0,76.05,11.94,2012,
10-09-2012,Ben Ferrer,Germany,Office Supplies,Storage,107,7,0.1,43.974,11.48,2012,
10-09-2012,Parhena Norris,China,Office Supplies,Paper,84,3,0,30.96,10.95,2012,
10-09-2012,Jeremy Farry,Ukraine,Furniture,Bookcases,144,1,0,4.29,10.71,2012,
10-09-2012,Frank Atkinson,United States,Furniture,Furnishings,107,6,0,33.0708,9.58,2012,
10-09-2012,Jeremy Farry,Ukraine,Furniture,Furnishings,98,2,0,48.78,9.44,2012,
10-09-2012,Janet Lee,Australia,Office Supplies,Supplies,52,2,0.1,14.904,9.06,2012,
10-09-2012,Dave Hallsten,France,Office Supplies,Binders,51,4,0,21.96,8.62,2012,
10-09-2012,Philisse Overcash,Nigeria,Furniture,Bookcases,37,1,0.7,-84.858,7.82,2012,
10-09-2012,Charles Crestani,United States,Office Supplies,Supplies,52,4,0,1.5456,7.75,2012,
10-09-2012,Steven Roelle,El Salvador,Office Supplies,Envelopes,90,3,0,30.72,6.9,2012,
10-09-2012,Ken Brennan,Honduras,Technology,Phones,89,3,0.4,14.868,6.89,2012,
10-09-2012,Rick Duston,Mexico,Office Supplies,Labels,31,4,0,12.48,5.8,2012,
10-09-2012,Maris LaWare,Mexico,Office Supplies,Envelopes,35,3,0,9.06,5.52,2012,
10-09-2012,Steven Roelle,El Salvador,Office Supplies,Envelopes,102,3,0,9.12,5.42,2012,
10-09-2012,Carl Weiss,India,Office Supplies,Art,51,2,0,10.14,5.2,2012,
10-09-2012,Edward Hooks,United States,Office Supplies,Appliances,62,2,0,16.1096,4.83,2012,
10-09-2012,Philisse Overcash,Nigeria,Office Supplies,Storage,15,1,0.7,-20.844,4.26,2012,
10-09-2012,Maxwell Schwartz,Indonesia,Office Supplies,Paper,36,4,0.47,-8.8824,3.86,2012,
10-09-2012,Jeremy Farry,Ukraine,Office Supplies,Storage,61,1,0,18.96,3.75,2012,
10-09-2012,Eileen Kiefer,France,Office Supplies,Binders,35,5,0,17.55,3.62,2012,
10-09-2012,Carl Weiss,India,Office Supplies,Fasteners,57,4,0,3.96,3.35,2012,
10-09-2012,Joni Blumstein,Australia,Furniture,Chairs,159,2,0.4,-95.676,2.89,2012,
10-09-2012,Maxwell Schwartz,Indonesia,Office Supplies,Binders,28,3,0.17,7.7031,2.64,2012,
10-09-2012,Philisse Overcash,Nigeria,Office Supplies,Storage,8,1,0.7,-5.28,2.63,2012,
10-09-2012,Tracy Zic,Russia,Office Supplies,Labels,8,1,0,3.21,1.95,2012,
10-09-2012,Ben Ferrer,Germany,Office Supplies,Binders,10,1,0,4.62,1.75,2012,
10-09-2012,Aimee Bixby,United States,Office Supplies,Paper,15,3,0,7.0218,1.52,2012,
10-09-2012,Ben Ferrer,Germany,Office Supplies,Binders,12,2,0,3.72,1.35,2012,
10-09-2012,Susan Gilcrest,Nigeria,Office Supplies,Paper,26,4,0.7,-50.544,1.27,2012,
10-09-2012,Susan Pistek,Egypt,Office Supplies,Art,46,1,0,7.29,0.93,2012,
10-09-2012,Susan Gilcrest,Nigeria,Office Supplies,Supplies,4,1,0.7,-9.981,0.24,2012,
10-09-2012,Maxwell Schwartz,Indonesia,Office Supplies,Fasteners,6,1,0.47,-3.8706,0.23,2012,
10-09-2012,Bobby Odegard,United States,Office Supplies,Art,6,2,0,2.0672,0.22,2012,
11-09-2012,Nathan Mautz,India,Office Supplies,Supplies,142,3,0,14.22,33.35,2012,
11-09-2012,Sung Pak,Argentina,Technology,Accessories,410,4,0.4,-245.936,31.7,2012,
11-09-2012,Art Ferguson,Egypt,Furniture,Bookcases,253,2,0,106.26,31.03,2012,
11-09-2012,Jason Klamczynski,Mexico,Furniture,Chairs,305,4,0.2,11.408,30.63,2012,
11-09-2012,Chad Sievert,Mexico,Technology,Phones,261,6,0,96.36,30.23,2012,
11-09-2012,Don Miller,United States,Furniture,Furnishings,211,2,0,50.5632,28.83,2012,
11-09-2012,Don Miller,United States,Office Supplies,Storage,773,4,0,108.1752,27.59,2012,
11-09-2012,Jason Gross,Guatemala,Furniture,Bookcases,196,2,0,46.96,21.82,2012,
11-09-2012,Chad Sievert,Mexico,Office Supplies,Art,173,5,0,10.3,21.36,2012,
11-09-2012,Yana Sorensen,France,Technology,Accessories,207,2,0,33.12,21.3,2012,
11-09-2012,Jason Klamczynski,Mexico,Office Supplies,Storage,97,3,0,35.88,17.65,2012,
11-09-2012,Eugene Barchas,United Kingdom,Office Supplies,Paper,339,7,0,128.73,17.46,2012,
11-09-2012,Joe Kamberova,Belarus,Technology,Phones,170,1,0,30.54,17.32,2012,
11-09-2012,Jason Klamczynski,Mexico,Office Supplies,Envelopes,109,4,0,43.68,16.98,2012,
11-09-2012,Mark Hamilton,Thailand,Office Supplies,Supplies,88,4,0.47,-24.9684,16.51,2012,
11-09-2012,Penelope Sewall,Germany,Office Supplies,Art,162,6,0,74.34,16.46,2012,
11-09-2012,Sean Braxton,United States,Office Supplies,Art,266,7,0,79.758,14.44,2012,
11-09-2012,Steven Cartwright,United States,Office Supplies,Art,181,9,0,48.9645,13.98,2012,
11-09-2012,Don Miller,United States,Office Supplies,Storage,79,1,0,1.576,13.4,2012,
11-09-2012,William Brown,Mexico,Technology,Accessories,153,2,0,65.92,13.33,2012,
11-09-2012,Jason Klamczynski,Mexico,Office Supplies,Storage,99,5,0,31.7,11,2012,
11-09-2012,Skye Norling,United States,Office Supplies,Binders,210,4,0,96.416,10.41,2012,
11-09-2012,Pamela Coakley,Ukraine,Furniture,Furnishings,163,4,0,21.12,9.91,2012,
11-09-2012,Andy Yotov,Poland,Office Supplies,Storage,61,1,0,18.96,9.85,2012,
11-09-2012,Skye Norling,United States,Office Supplies,Appliances,111,4,0,29.9808,9.48,2012,
11-09-2012,Joe Kamberova,Belarus,Office Supplies,Art,98,2,0,48.9,8.26,2012,
11-09-2012,Anne Pryor,Dominican Republic,Furniture,Furnishings,97,5,0.5,-89.25,8.08,2012,
11-09-2012,Penelope Sewall,Germany,Office Supplies,Storage,177,1,0.1,19.692,7.9,2012,
11-09-2012,Arthur Prichep,Dominican Republic,Office Supplies,Art,88,3,0.2,25.236,7.43,2012,
11-09-2012,Eugene Barchas,France,Office Supplies,Art,59,3,0,24.84,6.89,2012,
11-09-2012,Logan Haushalter,Japan,Office Supplies,Art,156,3,0,71.46,6.89,2012,
11-09-2012,Jason Gross,Guatemala,Office Supplies,Envelopes,35,4,0,8.64,6.76,2012,
11-09-2012,Rob Williams,Mexico,Office Supplies,Storage,77,2,0,34.72,6.7,2012,
11-09-2012,Sung Chung,Cuba,Office Supplies,Envelopes,30,2,0,7.44,5.59,2012,
11-09-2012,Adrian Shami,Iran,Office Supplies,Supplies,60,2,0,4.2,5.1,2012,
11-09-2012,Anne Pryor,Dominican Republic,Office Supplies,Supplies,79,6,0.2,5.856,4.71,2012,
11-09-2012,Penelope Sewall,Germany,Furniture,Furnishings,44,1,0,3.06,4.14,2012,
11-09-2012,Mark Hamilton,Thailand,Office Supplies,Art,23,3,0.47,1.2852,3.88,2012,
11-09-2012,George Bell,United States,Furniture,Furnishings,25,4,0.2,4.004,3.85,2012,
11-09-2012,Lela Donovan,Indonesia,Office Supplies,Labels,34,5,0.47,-24.192,3.68,2012,
11-09-2012,Pamela Coakley,Ukraine,Office Supplies,Supplies,39,1,0,2.34,3.68,2012,
11-09-2012,William Brown,El Salvador,Technology,Phones,49,1,0,23.92,3.51,2012,
11-09-2012,William Brown,Mexico,Furniture,Furnishings,45,2,0.4,-0.024,2.95,2012,
11-09-2012,Arthur Prichep,Dominican Republic,Office Supplies,Binders,31,2,0.2,9.016,2.69,2012,
11-09-2012,Anne Pryor,Dominican Republic,Technology,Phones,39,1,0.2,-5.368,2.57,2012,
11-09-2012,Logan Haushalter,Japan,Office Supplies,Binders,25,2,0,0.48,2.5,2012,
11-09-2012,Skye Norling,United States,Office Supplies,Labels,31,3,0,14.904,2.03,2012,
11-09-2012,Roy Skaria,Ukraine,Office Supplies,Storage,231,4,0,55.44,2,2012,
11-09-2012,Pamela Coakley,Ukraine,Office Supplies,Envelopes,50,2,0,15.36,1.97,2012,
11-09-2012,Don Miller,United States,Technology,Accessories,20,1,0,6.7966,1.89,2012,
11-09-2012,Anne McFarland,Ghana,Office Supplies,Binders,40,4,0,18.48,1.8,2012,
11-09-2012,Skye Norling,United States,Office Supplies,Paper,39,6,0,18.6624,1.66,2012,
11-09-2012,Penelope Sewall,Germany,Office Supplies,Binders,34,6,0,14.22,1.47,2012,
11-09-2012,Thomas Seio,Australia,Office Supplies,Art,30,2,0.1,12.468,1.11,2012,
11-09-2012,Roy Französisch,Turkey,Office Supplies,Binders,12,4,0.6,-4.608,0.97,2012,
11-09-2012,Art Ferguson,Egypt,Office Supplies,Binders,6,1,0,1.65,0.75,2012,
11-09-2012,Skye Norling,United States,Furniture,Furnishings,9,4,0,3.9248,0.73,2012,
11-09-2012,Eugene Barchas,United Kingdom,Office Supplies,Binders,14,3,0,6.12,0.51,2012,
11-09-2012,Steven Cartwright,United States,Office Supplies,Labels,9,3,0,4.2336,0.51,2012,
11-09-2012,Eugene Barchas,France,Office Supplies,Binders,10,2,0,2.34,0.32,2012,
12-09-2012,Jim Karlsson,China,Office Supplies,Supplies,332,7,0,33.18,106.18,2012,
12-09-2012,Jim Karlsson,China,Furniture,Chairs,250,3,0,114.84,78.83,2012,
